instance,added_at,updated_at,checked_at,uptime,up,dead,version,ipv6,https_score,https_rank,obs_score,obs_rank,users,statuses,connections,open_registrations,topic
social.skaperiet.no,2023-11-12T10:55:38.605Z,2024-10-30T13:15:18.395Z,2024-10-30T13:15:18.395Z,1,true,false,4.3.1,true,0,,80,B+,2,15,1469,true,Skaperiets Mastadon
social.jp3d.de,2023-11-12T20:25:03.933Z,2024-10-30T12:36:18.147Z,2024-10-30T12:36:18.147Z,1,true,false,4.3.1,false,100,A+,125,A+,4,15,1894,true,JP3D
social.sieprawski.pl,2023-11-12T22:46:19.201Z,2024-10-30T13:05:04.245Z,2024-10-30T13:05:04.245Z,1,true,false,,false,10,"E ",125,A+,3,317,5588,true,social.sieprawski.pl
nationalist.social,2023-11-13T05:30:35.337Z,2024-10-30T12:30:10.086Z,2024-10-30T12:30:10.086Z,1,true,false,,false,100,A+,110,A+,31,5909,6727,true,Nationalist Social
masto.bot,2023-11-13T06:25:29.416Z,2024-10-30T13:20:03.911Z,2024-10-30T13:20:03.911Z,1,true,false,4.3.1,false,0,,80,B+,4,3,1,true,masto.bot
postin.dumbgeon.gay,2023-11-14T04:01:08.712Z,2024-10-30T13:20:03.437Z,2024-10-30T13:20:03.437Z,1,true,false,4.3.1+glitch,true,5,"F ",125,A+,7,157,2631,true,The Post Mines
discover.freedica.org,2023-11-14T08:20:45.456Z,2024-10-30T13:20:03.857Z,2024-10-30T13:20:03.857Z,1,false,false,,false,5,"F ",55,"C ",0,0,0,true,Freedica Social Network
catboy.baby,2023-11-14T13:35:03.819Z,2024-10-30T12:30:37.232Z,2024-10-30T12:30:37.232Z,1,true,false,,false,100,A+,65,B-,10,5005,9628,true,Catboy Baby
smolhaj.social,2023-11-15T06:10:33.532Z,2024-10-30T12:31:53.376Z,2024-10-30T12:31:53.376Z,1,true,false,4.3.0,true,100,A+,75,"B ",16,987,7674,true,smolhaj.social
social.roughyeds.lol,2023-11-16T11:15:03.620Z,2024-10-30T13:20:03.432Z,2024-10-30T13:20:03.432Z,1,true,false,,false,10,"E ",80,B+,2,18,538,true,social.roughyeds.lol
tech-nico.de,2023-11-16T13:25:04.775Z,2024-10-30T13:20:03.422Z,2024-10-30T13:20:03.422Z,1,true,false,,false,5,"F ",60,C+,3,67,6447,true,Mastodon
social.coabai.com,2023-11-16T19:25:18.640Z,2024-10-30T12:35:09.386Z,2024-10-30T12:35:09.386Z,1,true,false,,false,0,,125,A+,7,813,5957,true,Coabai Oasis
anticapitalista.it,2023-11-16T23:10:23.817Z,2024-10-30T13:20:03.882Z,2024-10-30T13:20:03.882Z,1,true,false,4.3.1,false,0,,80,B+,44,5378,4097,true,Istanza Mastodon in italiano per siciliani (ma non solo) per discutere di politica (ma non solo).
kooktzi.ch,2023-11-17T11:11:02.548Z,2024-10-30T12:32:05.429Z,2024-10-30T12:32:05.429Z,1,true,false,,true,10,"E ",80,B+,3,1,1,true,קוּקְט זִיךְ!
voip.social,2023-11-17T11:15:04.671Z,2024-10-30T12:30:15.632Z,2024-10-30T12:30:15.632Z,1,true,false,4.2.1,false,0,,125,A+,3,0,500,true,Mastodon
mastodon.rdan.net,2023-11-17T12:13:30.053Z,2024-10-30T12:30:10.765Z,2024-10-30T12:30:10.765Z,1,true,false,,false,100,A+,125,A+,4,33,3010,true,RD Mastodon
shao.life,2023-11-19T13:20:35.296Z,2024-10-30T12:37:00.040Z,2024-10-30T12:37:00.040Z,1,true,false,4.2.8,true,5,"F ",80,B+,147,141619,7,true,Shao.life
f.kw8.eu,2023-11-19T13:50:02.642Z,2024-10-30T12:31:08.874Z,2024-10-30T12:31:08.874Z,1,true,false,,true,10,"E ",35,"D ",0,0,0,true,Friendica Social Network
youtaite.xyz,2023-11-19T21:51:21.506Z,2024-10-30T12:31:43.752Z,2024-10-30T12:31:43.752Z,1,true,false,,false,100,A+,125,A+,4,6,168,true,Youtaite Mastodon
mastodon.thenewoil.org,2023-11-20T00:10:39.142Z,2024-10-30T12:30:15.431Z,2024-10-30T12:30:15.431Z,1,true,false,,false,100,A+,130,A+,12,1890,10740,true,Mastodon
jrpg.town,2023-11-20T02:20:04.411Z,2024-10-30T12:30:19.184Z,2024-10-30T12:30:19.184Z,1,true,false,4.3.1,false,0,,80,B+,2,475,3157,true,"jrpg.town "
nocte.0am.jp,2023-11-20T14:31:25.370Z,2024-10-30T12:45:07.409Z,2024-10-30T12:45:07.409Z,1,true,false,,false,10,"E ",80,B+,4,945,6427,true,Cellar-Akkoma
fediverse.teomahk.de,2023-11-20T17:16:20.422Z,2024-10-30T12:35:38.131Z,2024-10-30T12:35:38.131Z,1,true,false,4.3.1,true,100,A+,130,A+,2,145,8503,true,teomahk.de
walkwithme.today,2023-11-21T02:15:43.401Z,2024-10-30T12:35:32.264Z,2024-10-30T12:35:32.264Z,1,true,false,4.2.1,false,100,A+,125,A+,3,17,0,true,Mastodon
bonk.expert,2023-11-21T02:35:18.943Z,2024-10-30T12:40:03.795Z,2024-10-30T12:40:03.795Z,1,true,false,4.3.0,true,100,A+,75,"B ",2,443,5763,true,Mastodon
rada.sotamedia.org,2023-11-21T06:50:33.771Z,2024-10-30T13:15:17.837Z,2024-10-30T13:15:17.837Z,1,true,false,,false,10,"E ",55,"C ",0,0,0,true,Friendica Social Network
x.gthree.win,2023-11-22T00:25:41.507Z,2024-10-30T12:31:30.160Z,2024-10-30T12:31:30.160Z,1,true,false,4.3.1,true,0,,125,A+,2,369,1561,true,三个包子
m.barcelo.ynh.fr,2023-11-23T01:20:35.295Z,2024-10-30T12:36:06.378Z,2024-10-30T12:36:06.378Z,1,true,false,,true,0,,80,B+,8,1366,3834,true,Mastodon de barcelo
f.dresden.network,2023-11-24T02:10:49.399Z,2024-10-30T12:31:39.072Z,2024-10-30T12:31:39.072Z,1,true,false,,true,10,"E ",45,C-,7,230,8273,true,"Sharkey Dresden Network "
exito.social,2023-11-24T02:10:49.990Z,2024-10-30T12:35:22.010Z,2024-10-30T12:35:22.010Z,1,true,false,,true,5,F,80,B+,9,133,5509,true,exito.social
pr.ag925.top,2023-11-24T02:15:52.428Z,2024-10-30T12:35:48.338Z,2024-10-30T12:35:48.338Z,1,true,false,,false,10,"E ",55,"C ",1,49,4,true,pr.ag925.top
thejuniverse.no,2023-11-24T02:26:05.428Z,2024-10-30T12:36:40.496Z,2024-10-30T12:36:40.496Z,1,true,false,4.3.1,false,0,,80,B+,304,516,1954,true,The Juniverse
arkm.social,2023-11-25T02:25:29.286Z,2024-10-30T12:35:54.095Z,2024-10-30T12:35:54.095Z,1,false,false,4.3.0,true,100,A+,125,A+,17,1603,6958,true,ARKM.social
derekmartinorg.network.thedoodleproject.net,2023-11-25T02:25:31.101Z,2024-10-30T12:35:54.560Z,2024-10-30T12:35:54.560Z,1,true,false,,false,10,"E ",0,"F ",21,534,8401,true,ourselves.space
mastodon.deeplab.fr,2023-11-25T02:38:46.821Z,2024-10-30T13:20:03.402Z,2024-10-30T13:20:03.402Z,1,true,false,4.1.4,false,100,A+,70,"B ",28,32,71,true,Mastodon
mastodon.haley.io,2023-11-25T03:50:39.263Z,2024-10-30T12:30:17.691Z,2024-10-30T12:30:17.691Z,1,false,false,,false,0,,125,A+,1,322,7578,true,haley.io
wer.social,2023-11-25T05:15:14.020Z,2024-10-30T12:36:01.063Z,2024-10-30T12:36:01.063Z,1,true,false,,true,10,"E ",30,"D ",7,2,124,true,We R.social
dimsumdams.xyz,2023-11-26T03:15:12.567Z,2024-10-30T12:35:42.257Z,2024-10-30T12:35:42.257Z,1,true,false,4.2.1,true,5,"F ",125,A+,5,65,2440,true,DimSumDams
who.needsmo.re,2023-11-26T03:41:20.541Z,2024-10-30T12:32:09.764Z,2024-10-30T12:32:09.764Z,1,false,false,,false,10,"E ",80,B+,15,27549,4631,true,Who Need Smo.re
khw-pixelfed.archeron.eu,2023-11-26T03:41:20.817Z,2024-10-30T12:32:01.649Z,2024-10-30T12:32:01.649Z,1,true,false,,false,100,A+,75,"B ",11,29132,1129,true,Kulturhaus Wartberg
freund.aksel.at,2023-11-26T03:41:20.937Z,2024-10-30T12:30:13.845Z,2024-10-30T12:30:13.845Z,1,true,false,,true,5,"F ",55,"C ",0,0,0,true,Friendica Social Network
matcha.pub,2023-11-26T03:41:22.049Z,2024-10-30T12:32:02.108Z,2024-10-30T12:32:02.108Z,1,true,false,,false,5,"F ",125,A+,1,3,2081,true,matcha.pub
nekosat.work,2023-11-26T04:55:05.536Z,2024-10-30T12:32:02.186Z,2024-10-30T12:32:02.186Z,1,true,false,,true,100,A+,110,A+,4,7731,6903,true,Nekos at Work!
freie-radios.org,2023-11-26T04:55:08.611Z,2024-10-30T12:30:44.313Z,2024-10-30T12:30:44.313Z,1,true,false,,false,5,"F ",125,A+,6,3105,845,true,freie-radios.org
ocalaavenue.net,2023-11-26T07:50:58.490Z,2024-10-30T12:36:13.310Z,2024-10-30T12:36:13.310Z,1,true,false,4.3.1,false,100,A+,125,A+,1,3695,2453,true,Ocala Ave
missiletest.site,2023-11-27T04:10:55.933Z,2024-10-30T12:35:43.220Z,2024-10-30T12:35:43.220Z,1,true,false,,true,5,"F ",100,A+,6,308,9331,true,Missile Test Site
maskodon.org,2023-11-27T04:10:56.337Z,2024-10-30T12:35:44.661Z,2024-10-30T12:35:44.661Z,1,true,false,4.2.1,true,5,"F ",40,D+,52,39,59,true,Mastodon
selfdon.0x7c4.com,2023-11-27T04:38:51.727Z,2024-10-30T12:32:04.717Z,2024-10-30T12:32:04.717Z,1,true,false,4.3.1,true,0,,80,B+,1,328,6135,true,Selfdon - a mastodon server for self purposes
aint.johnmark.org,2023-11-27T12:15:15.272Z,2024-10-30T12:32:02.325Z,2024-10-30T12:32:02.325Z,1,true,false,,false,5,"F ",30,"D ",14,3,1,true,AINT Blog
gdcm.space,2023-11-28T05:25:03.298Z,2024-10-30T12:31:04.367Z,2024-10-30T12:31:04.367Z,1,true,false,4.3.1,false,0,,80,B+,103,187242,16,true,건담커뮤
masto.extragornax.fr,2023-11-29T06:01:11.710Z,2024-10-30T12:36:07.006Z,2024-10-30T12:36:07.006Z,1,false,false,4.2.1,false,5,"F ",80,B+,2,9,91,true,Mastodon
social.klein.ruhr,2023-11-29T11:15:13.923Z,2024-10-30T12:35:24.946Z,2024-10-30T12:35:24.946Z,1,true,false,4.3.1,false,100,A+,125,A+,3,1161,7082,true,klein.ruhr | Mastodon
deadbirdsite.com,2023-11-30T07:01:10.975Z,2024-10-30T12:36:16.663Z,2024-10-30T12:36:16.663Z,1,true,false,,false,100,A+,125,A+,3,220,10188,true,deadbirdsite
elcofre.social,2023-11-30T07:15:37.023Z,2024-10-30T12:36:56.488Z,2024-10-30T12:36:56.488Z,1,true,false,,false,100,A+,125,A+,26,649,1687,true,Mastodon
yeen.exposed,2023-11-30T08:35:14.653Z,2024-10-30T13:15:07.002Z,2024-10-30T13:15:07.002Z,1,true,false,4.3.1,false,0,,80,B+,5,2931,10444,true,yeen.exposed - all the secret ingredients exposed
books.maxzor.eu,2023-12-01T07:40:50.318Z,2024-10-30T12:50:10.478Z,2024-10-30T12:50:10.478Z,1,false,false,0.7.4,true,10,"E ",80,B+,3,83,0,true,Maxzor's books
mastodon.cross-solution.de,2023-12-01T07:40:50.319Z,2024-10-30T12:30:40.652Z,2024-10-30T12:30:40.652Z,1,true,false,,false,100,A+,125,A+,2,2,1057,true,Mastodon
community.ballhaus.dk,2023-12-01T08:00:46.509Z,2024-10-30T12:31:36.761Z,2024-10-30T12:31:36.761Z,1,true,false,,false,5,"F ",55,"C ",0,0,0,true,Friendica Social Network
mastodon.sandbox.skygrid-test.com,2023-12-01T08:00:49.496Z,2024-10-30T12:30:54.004Z,2024-10-30T12:30:54.004Z,1,true,false,4.2.1,false,5,"F ",125,A+,19,1417,1,true,Mastodon
pix.klein.ruhr,2023-12-02T09:28:01.198Z,2024-10-30T12:35:25.234Z,2024-10-30T12:35:25.234Z,1,true,false,,false,100,A+,70,"B ",1,14159,535,true,klein.ruhr | Pixelfed
scg.owu.one,2023-12-02T09:40:41.387Z,2024-10-30T12:35:49.992Z,2024-10-30T12:35:49.992Z,1,true,false,,false,10,"E ",55,"C ",70,4118,9099,true,Owu Social
makegayfriends.com,2023-12-02T10:40:53.252Z,2024-10-30T12:35:50.467Z,2024-10-30T12:35:50.467Z,1,true,false,4.2.7,false,10,"E ",25,D-,633,2968,1642,true,MakeGayFriends
social.van-der-velde.net,2023-12-02T20:17:24.006Z,2024-10-30T12:35:43.213Z,2024-10-30T12:35:43.213Z,1,true,false,,false,100,A+,125,A+,1,8,590,true,Mastodon
social.theformer.faith,2023-12-03T09:20:36.868Z,2024-10-30T12:35:50.539Z,2024-10-30T12:35:50.539Z,1,true,false,4.3.1,true,0,,80,B+,2,12,1479,true,Mastodon
aincrad.lol,2023-12-03T09:20:37.603Z,2024-10-30T12:35:50.242Z,2024-10-30T12:35:50.242Z,1,false,false,,true,5,"F ",65,B-,9,636,4754,true,Aincrad
catodon.social,2023-12-03T21:10:44.546Z,2024-10-30T12:31:43.875Z,2024-10-30T12:31:43.875Z,1,true,false,,true,100,A+,65,B-,319,27487,21591,true,Catodon Social
about.krivosik.cz,2023-12-03T22:15:13.023Z,2024-10-30T12:35:23.101Z,2024-10-30T12:35:23.101Z,1,true,false,,false,10,"E ",55,"C ",0,0,0,true,Osobní prezentace
weareprolife.net,2023-12-04T05:46:20.257Z,2024-10-30T13:00:02.500Z,2024-10-30T13:00:02.500Z,1,true,false,,false,10,"E ",50,"C ",6,3,1,true,We Are Pro-Life
social.bitdrift.io,2023-12-04T10:20:02.885Z,2024-10-30T12:35:49.731Z,2024-10-30T12:35:49.731Z,1,true,false,4.3.1,true,0,,80,B+,2,34,494,true,bitdrift social
faso.social,2023-12-04T10:40:56.210Z,2024-10-30T12:30:49.431Z,2024-10-30T12:30:49.431Z,1,true,false,4.3.1,false,0,,80,B+,4,3,450,true,Faso.social
hideouts.space,2023-12-04T14:01:32.696Z,2024-10-30T12:36:29.546Z,2024-10-30T12:36:29.546Z,1,true,false,4.3.0,true,100,A+,80,B+,4,5943,5946,true,隠れ家 - hideouts.space
i.oois.xyz,2023-12-05T11:55:26.319Z,2024-10-30T12:36:44.383Z,2024-10-30T12:36:44.383Z,1,true,false,,true,5,"F ",45,C-,1,11,2030,true,OoIS
mstdn.☚😺ヨシ.st,2023-12-05T13:40:33.261Z,2024-10-30T12:30:50.111Z,2024-10-30T12:30:50.111Z,1,true,false,4.1.2,true,5,"F ",0,,3,61,668,true,Mastodon
fedi.tfnux.org,2023-12-06T01:05:03.479Z,2024-10-30T12:36:37.054Z,2024-10-30T12:36:37.054Z,1,true,false,,true,0,,110,A+,3,1218,8945,true,tfnux.org
sizestation.com,2024-01-13T02:15:13.893Z,2024-10-30T12:50:05.956Z,2024-10-30T12:50:05.956Z,1,true,false,4.2.0,false,100,A+,125,A+,1,0,15,true,SizeStation
pixelfed.cyberveins.eu,2024-01-13T02:15:15.068Z,2024-10-30T12:31:26.931Z,2024-10-30T12:31:26.931Z,1,false,false,,true,5,"F ",35,"D ",1,2,0,true,CyberVeins Pixelfed
grapevyne.space,2024-01-13T02:15:15.301Z,2024-10-30T12:35:24.341Z,2024-10-30T12:35:24.341Z,1,false,false,4.2.8,false,0,,80,B+,8,246,5,true,GrapeVyne
social.noparking.net,2024-01-13T02:15:16.014Z,2024-10-30T12:50:05.697Z,2024-10-30T12:50:05.697Z,1,true,false,,false,10,"E ",120,A+,12,8,268,true,Mastodon
ehlo.exim.org,2024-01-13T02:15:16.251Z,2024-10-30T12:30:33.339Z,2024-10-30T12:30:33.339Z,1,true,false,,true,100,A+,125,A+,4,45,2982,true,ehlo.exim.org
social.underdesk.net,2024-01-13T02:15:16.331Z,2024-10-30T12:50:06.196Z,2024-10-30T12:50:06.196Z,1,true,false,,false,100,A+,125,A+,1,0,3098,true,Underdesk
thericydon.fedicity.net,2024-01-13T02:15:18.006Z,2024-10-30T12:50:05.126Z,2024-10-30T12:50:05.126Z,1,false,false,,true,100,A+,80,B+,6,826,4,true,Thericydon
delaylama.de,2024-01-13T02:15:18.550Z,2024-10-30T12:50:06.480Z,2024-10-30T12:50:06.480Z,1,true,false,4.3.1,true,100,A+,125,A+,2,6,1882,true,Delaylama.de
fivem.social,2024-01-13T02:15:18.647Z,2024-10-30T12:50:06.546Z,2024-10-30T12:50:06.546Z,1,true,false,4.3.1,false,0,,80,B+,1613,4035,220,true,FiveM SociaL
dev.neodb.prvcy.page,2024-01-13T02:15:18.707Z,2024-10-30T12:36:17.087Z,2024-10-30T12:36:17.087Z,1,true,false,,true,5,"F ",70,"B ",27,186,64,true,DND
masto.nuteburn.com,2024-01-13T02:15:18.904Z,2024-10-30T12:50:06.477Z,2024-10-30T12:50:06.477Z,1,true,false,4.3.1,true,0,,80,B+,2,29,3083,true,Mastodon
fediworld.de,2024-01-13T02:15:19.080Z,2024-10-30T12:50:06.723Z,2024-10-30T12:50:06.723Z,1,true,false,,false,10,"E ",65,B-,5,24901,5804,true,Fediworld.de (powered by Sharkey)
bokantaj.o-k-i.net,2024-01-13T02:15:19.112Z,2024-10-30T12:50:06.438Z,2024-10-30T12:50:06.438Z,1,true,false,,false,10,"E ",80,B+,11,313,1103,true,BOKANTAJ
vocationnet.com,2024-01-13T02:15:19.160Z,2024-10-30T12:31:27.281Z,2024-10-30T12:31:27.281Z,1,true,false,,true,10,"E ",75,"B ",0,0,0,true,VocationNet
hellinger.wtf,2024-01-13T02:15:23.912Z,2024-10-30T12:50:07.002Z,2024-10-30T12:50:07.002Z,1,true,false,4.3.1,false,0,,80,B+,5,13810,12161,true,Hellingers Mastodon
norfolk.social,2024-01-13T02:15:24.024Z,2024-10-30T12:31:27.137Z,2024-10-30T12:31:27.137Z,1,true,false,4.3.1,false,0,,80,B+,1,1360,11311,true,norfolk.social
moe.social,2024-01-13T02:15:24.317Z,2024-10-30T12:31:27.203Z,2024-10-30T12:31:27.203Z,1,true,false,,true,5,"F ",130,A+,17,5601,11074,true,MOE.SOCIAL
akko.bussy.pics,2024-01-13T02:15:24.571Z,2024-10-30T12:50:06.771Z,2024-10-30T12:50:06.771Z,1,true,false,,false,10,"E ",120,A+,2,113,11318,true,bussy pixx
bongo.social,2024-01-13T02:15:24.645Z,2024-10-30T12:50:07.335Z,2024-10-30T12:50:07.335Z,1,true,false,4.3.1,false,0,,80,B+,12,131,8009,true,Bongo Social
computerclub.social,2024-01-13T02:15:24.645Z,2024-10-30T12:50:07.088Z,2024-10-30T12:50:07.088Z,1,true,false,4.3.1,true,5,"F ",125,A+,45,568,7893,true,Computer Club
twoot.site,2024-01-13T02:15:24.872Z,2024-10-30T12:50:07.221Z,2024-10-30T12:50:07.221Z,1,true,false,,true,10,"E ",80,B+,59,55198,17074,true,Twootsite
mstdn.bar,2024-01-13T02:15:25.028Z,2024-10-30T12:31:27.614Z,2024-10-30T12:31:27.614Z,1,true,false,,true,5,"F ",125,A+,5,63,6598,true,Mastodon Bar - cheers
friendicadev.sekretaerbaer.de,2024-01-13T02:15:25.217Z,2024-10-30T12:31:27.247Z,2024-10-30T12:31:27.247Z,1,true,false,,true,10,"E ",55,"C ",3,23,31426,true,Sekretaerbaer test server
73-110.pl,2024-01-13T02:15:25.552Z,2024-10-30T13:10:11.622Z,2024-10-30T13:10:11.622Z,1,true,false,,false,100,A+,125,A+,11,223,4800,true,73-110.pl
snowfan.masto.host,2024-01-13T02:15:25.582Z,2024-10-30T12:50:07.443Z,2024-10-30T12:50:07.443Z,1,true,false,4.3.1,true,0,,80,B+,12,7022,13025,true,Mastodon
ostfrieslnd.social,2024-01-13T02:15:25.666Z,2024-10-30T12:50:07.339Z,2024-10-30T12:50:07.339Z,1,true,false,4.3.1,false,0,,80,B+,1,8,5999,true,ostfrieslnd.social
bitforged.social,2024-01-13T02:15:25.735Z,2024-10-30T12:36:15.252Z,2024-10-30T12:36:15.252Z,1,true,false,,false,100,A+,125,A+,3,293,9969,true,BitForged Social
nerdjoy.social,2024-01-13T02:15:25.852Z,2024-10-30T12:50:07.197Z,2024-10-30T12:50:07.197Z,1,true,false,4.3.1,false,10,"E ",125,A+,8,14988,8739,true,NerdJoy.social
goto.alldnb.com,2024-01-13T02:15:26.009Z,2024-10-30T12:31:27.343Z,2024-10-30T12:31:27.343Z,1,true,false,,false,10,"E ",80,B+,2,5473,4555,true,goto.alldnb.com
sharkey.fancy.org.uk,2024-01-13T02:15:26.386Z,2024-10-30T12:50:07.473Z,2024-10-30T12:50:07.473Z,1,true,false,,true,5,"F ",70,"B ",5,5,1054,true,Sharkey
shark.distantserver.org,2024-01-13T02:15:26.468Z,2024-10-30T12:50:07.052Z,2024-10-30T12:50:07.052Z,1,false,false,,false,100,A+,45,C-,11,2067,11330,true,A Distant Shark
parcero.bond,2024-01-13T02:15:27.071Z,2024-10-30T12:50:07.366Z,2024-10-30T12:50:07.366Z,1,false,false,,true,5,"F ",25,D-,4,7774,7640,true,Parcero
social.blinkfire.ai,2024-01-13T02:15:27.631Z,2024-10-30T12:50:07.456Z,2024-10-30T12:50:07.456Z,1,true,false,4.2.3,false,100,A+,125,A+,11,31,2631,true,Mastodon
finops.social,2024-01-13T02:15:27.668Z,2024-10-30T12:50:08.240Z,2024-10-30T12:50:08.240Z,1,true,false,4.3.1,false,0,,80,B+,1,25,3122,true,FinOpsSocial
proto.lgbt,2024-01-13T02:15:28.000Z,2024-10-30T12:31:27.368Z,2024-10-30T12:31:27.368Z,1,true,false,,true,5,"F ",125,A+,1,7,1583,true,The Proto Chamber
hai.kendoo.eu,2024-01-13T02:15:28.029Z,2024-10-30T12:30:45.891Z,2024-10-30T12:30:45.891Z,1,true,false,,false,100,A+,65,B-,4,30,516,true,hai.kendoo.eu
acespace.social,2024-01-13T02:15:28.090Z,2024-10-30T12:50:07.613Z,2024-10-30T12:50:07.613Z,1,true,false,4.2.3,false,5,"F ",125,A+,3,4,1753,true,Acespace Dot Social
social.linux-help.org,2024-01-13T02:15:28.090Z,2024-10-30T12:50:07.556Z,2024-10-30T12:50:07.556Z,1,true,false,,true,5,"F ",130,A+,1,19,1419,true,Linux-Help Social
s2.uplink.fail,2024-01-13T02:15:28.131Z,2024-10-30T12:50:08.214Z,2024-10-30T12:50:08.214Z,1,true,false,,true,5,"F ",55,"C ",1,5,2488,true,s2.uplink.fail
social.onlyfinland.com,2024-01-13T02:15:28.370Z,2024-10-30T12:31:33.845Z,2024-10-30T12:31:33.845Z,1,false,false,,true,0,,80,B+,2,100,2,true,OnlyFinland
monofed.com,2024-01-13T02:15:28.460Z,2024-10-30T12:35:13.331Z,2024-10-30T12:35:13.331Z,1,false,false,,false,5,"F ",35,"D ",1,0,2,true,monofed
holyassociates.com,2024-01-13T02:15:28.790Z,2024-10-30T12:50:07.080Z,2024-10-30T12:50:07.080Z,1,true,false,,false,5,"F ",0,"F ",1,4,1,true,ツクリツナグ
cysec.social,2024-01-13T02:15:29.003Z,2024-10-30T12:31:23.605Z,2024-10-30T12:31:23.605Z,1,true,false,,false,100,A+,125,A+,13,11970,8411,true,CySec
neodb.social,2024-01-13T02:15:29.527Z,2024-10-30T12:50:07.617Z,2024-10-30T12:50:07.617Z,1,true,false,,true,5,F,55,"C ",17976,10605232,1470,true,NeoDB
forcefemm.ing,2024-01-13T02:15:29.751Z,2024-10-30T12:50:08.416Z,2024-10-30T12:50:08.416Z,1,true,false,,false,0,,125,A+,3,474,8824,true,forcefemming
drobny.blog,2024-01-13T02:15:29.811Z,2024-10-30T12:35:55.811Z,2024-10-30T12:35:55.811Z,1,true,false,,false,100,A+,125,A+,4,5,1838,true,drobny.blog
books.babb.no,2024-01-13T02:15:29.840Z,2024-10-30T12:50:08.194Z,2024-10-30T12:50:08.194Z,1,true,false,0.7.4,false,10,"E ",80,B+,38,4084,0,true,Books Babb.no
noquieromierdas.com,2024-01-13T02:15:30.007Z,2024-10-30T12:50:08.252Z,2024-10-30T12:50:08.252Z,1,false,false,,false,100,A+,80,B+,2,1,501,true,"#NoQuieroMierdas"
onephoto.club,2024-01-13T02:15:30.050Z,2024-10-30T12:50:08.631Z,2024-10-30T12:50:08.631Z,1,true,false,4.3.1,false,0,,80,B+,39,2340,9306,true,One Photo Club
social-me.online,2024-01-13T02:15:30.155Z,2024-10-30T12:50:07.772Z,2024-10-30T12:50:07.772Z,1,true,false,,true,0,,75,"B ",1,75,2028,true,social-me.online
j2.logzinga.com,2024-01-13T02:15:30.431Z,2024-10-30T12:50:07.728Z,2024-10-30T12:50:07.728Z,1,true,false,,false,10,"E ",55,"C ",2,47,4359,true,Samsung Galaxy J2 Pro
social.nlnet.nl,2024-01-13T02:15:30.454Z,2024-10-30T12:50:07.899Z,2024-10-30T12:50:07.899Z,1,true,false,,true,100,A+,110,A+,8,136,12491,true,NLnet Foundation
fi.okin-jp.net,2024-01-13T02:15:30.649Z,2024-10-30T13:15:08.776Z,2024-10-30T13:15:08.776Z,1,true,false,,true,10,"E ",65,B-,37,7878,4003,true,ふぃーお！S
bolha.network,2024-01-13T02:15:31.103Z,2024-10-30T12:50:07.992Z,2024-10-30T12:50:07.992Z,1,true,false,,false,100,A+,55,"C ",0,0,0,true,Bolhaverso
social.arneckestrasse.de,2024-01-13T02:15:31.286Z,2024-10-30T12:50:08.851Z,2024-10-30T12:50:08.851Z,1,true,false,4.3.1,false,10,"E ",125,A+,1,73,5083,true,social.arneckestrasse.de
appy.cat,2024-01-13T02:15:31.379Z,2024-10-30T12:35:57.593Z,2024-10-30T12:35:57.593Z,1,true,false,0.0,true,100,A+,50,"C ",2,98,1725,true,appy
social.outof.coffee,2024-01-13T02:15:32.250Z,2024-10-30T12:50:08.112Z,2024-10-30T12:50:08.112Z,1,true,false,,false,0,"T ",125,A+,6,230,5352,true,Out Of Coffee
itryhrd.com,2024-01-13T02:15:32.806Z,2024-10-30T12:31:27.745Z,2024-10-30T12:31:27.745Z,1,true,false,4.3.1,true,5,"F ",125,A+,4,9,21,true,Chickn's Koop
social.adridoesthings.com,2024-01-13T02:15:33.004Z,2024-10-30T12:50:08.296Z,2024-10-30T12:50:08.296Z,1,true,false,,true,5,"F ",125,A+,4,6600,2583,true,Adri's Mastodon
gts.distinctivestatic.com,2024-01-13T02:15:33.242Z,2024-10-30T12:31:27.537Z,2024-10-30T12:31:27.537Z,1,true,false,,true,10,"E ",35,"D ",2,32,1505,true,gts.distinctivestatic.com
social.denseanalysis.org,2024-01-13T02:15:34.108Z,2024-10-30T12:50:08.825Z,2024-10-30T12:50:08.825Z,1,true,false,,true,10,"E ",80,B+,1,4,1662,true,Dense Analysis
socialconde.condenastdigital.com,2024-01-13T02:15:35.039Z,2024-10-30T12:50:08.420Z,2024-10-30T12:50:08.420Z,1,true,false,4.2.0,false,5,"F ",80,B+,67,655,23,true,Mastodon
iccomics.xyz,2024-01-13T02:15:35.453Z,2024-10-30T12:50:08.325Z,2024-10-30T12:50:08.325Z,1,true,false,4.2.1+whippyEdition,false,100,A+,125,A+,54,17531,7,true,PCPD 24
blue.misteli.in.net,2024-01-13T02:15:35.686Z,2024-10-30T12:50:08.495Z,2024-10-30T12:50:08.495Z,1,true,false,4.3.1+kmyblue.15.4-LTS,true,10,"E ",125,A+,9,684,1887,true,Misteli
gigiraffe.art,2024-01-13T02:15:41.890Z,2024-10-30T12:31:47.437Z,2024-10-30T12:31:47.437Z,1,false,false,,false,0,,80,B+,2,0,0,true,GiGi's Arts
cyberpunk.lol,2024-01-13T02:15:42.845Z,2024-10-30T12:50:09.639Z,2024-10-30T12:50:09.639Z,1,true,false,4.3.1+glitch,true,5,"F ",125,A+,148,58864,18204,true,cyberpunk.lol
